arquivo,kurtosis,skewness,GCF,eme,smn,before_entropy_raw,non_zeros,agrupamentos,comp_maior,comp_menor,max_maior,max_menor,before_mean,before_median,before_max,before_std,before_var,before_entropy,before_inertia,before_energy,before_correlation,before_homogeneity,before_fft_energy,before_fft_entropy,before_fft_inertia,before_fft_homogeneity,h_mean,h_var,h_std,r_mean,r_var,r_std,g_mean,g_var,g_std,b_mean,b_var,b_std,s_mean,s_var,s_std,v_mean,v_var,v_std,class_limiar,class_kmeans,class_svm
DSC_0856.JPG,7.858393,2.371976,1.559912,3.512239,0.144719,6.359709,228,1,228,228,131,131,0.003906,0.000658,131,0.007167,0.000051,0.888231,32.518589,0.002812,0.979125,0.538505,0.979019,-0.03027,-12.335161,0.000356,0.420871,0.049016,0.221395,115.55128,2204.755078,46.95482,148.996637,771.588034,27.777473,166.748148,1776.207128,42.145072,0.446693,0.030822,0.175561,0.713147,0.009634,0.098155,AD,NAD,NAD
DSC_0857.JPG,3.742949,1.364972,1.569069,3.577418,0.179743,6.788759,226,1,226,226,141,141,0.003906,0.001044,141,0.005294,0.000028,0.872059,31.243212,0.001683,0.984791,0.520344,0.964798,-0.034112,-13.612573,0.000365,0.417645,0.049689,0.22291,106.982477,2674.956053,51.719977,140.001508,956.35102,30.924926,157.747393,1664.981258,40.804182,0.469626,0.037352,0.193266,0.675955,0.011688,0.108112,AD,NAD,NAD
DSC_0858.JPG,7.964795,2.458796,1.552589,3.412505,0.144356,6.267311,238,2,237,1,134,18,0.003906,0.000687,134,0.007575,0.000057,0.902789,33.374467,0.00296,0.977414,0.533219,0.981013,-0.030263,-12.174568,0.000354,0.430195,0.045145,0.212475,114.381115,2178.927808,46.678987,150.852364,702.978944,26.51375,169.027932,1613.814392,40.172309,0.449388,0.030098,0.173489,0.717626,0.009183,0.095828,AD,NAD,NAD
DSC_0859.JPG,7.706867,2.363197,1.638039,3.561151,0.171025,6.419062,235,1,235,235,123,123,0.003906,0.000739,123,0.007065,0.00005,0.906123,31.111444,0.002726,0.980175,0.539506,0.977358,-0.030865,-12.701089,0.000361,0.416081,0.049193,0.221795,108.216967,2226.875395,47.189781,140.785781,735.525033,27.120565,158.454264,1394.649102,37.345001,0.446532,0.032015,0.178926,0.673669,0.009852,0.099255,NAD,NAD,NAD
DSC_0860.JPG,6.485039,2.178304,1.641906,3.506216,0.158521,6.35439,241,1,241,241,128,128,0.003906,0.000827,128,0.007148,0.000051,0.877741,30.562984,0.002759,0.980838,0.537004,0.977878,-0.030411,-12.366767,0.000355,0.415532,0.049473,0.222426,112.572448,2127.412686,46.123884,144.802241,814.694278,28.54285,161.834975,1625.915523,40.322643,0.444006,0.027435,0.165634,0.691294,0.010311,0.101542,AD,NAD,NAD
DSC_0862.JPG,6.959078,2.252041,1.716702,3.818561,0.19089,6.413168,229,1,229,229,127,127,0.003906,0.000892,127,0.007042,0.00005,0.922311,37.17116,0.002626,0.977306,0.525296,0.976865,-0.034684,-13.928672,0.000364,0.417076,0.048622,0.220504,111.890571,2256.286808,47.500387,144.394116,792.693864,28.15482,161.213657,1510.473351,38.864809,0.44535,0.028949,0.170145,0.688489,0.009966,0.09983,AD,NAD,NAD
DSC_0863.JPG,8.248732,2.52177,1.61174,3.528535,0.168773,6.209832,227,1,227,227,125,125,0.003906,0.000692,125,0.007798,0.000061,0.886746,31.073404,0.003255,0.97881,0.539562,0.978332,-0.030283,-12.384537,0.000355,0.412706,0.049904,0.223391,112.358644,2169.831158,46.581446,142.921822,744.091755,27.278045,158.347672,1675.062146,40.927523,0.452493,0.027865,0.16693,0.685875,0.008838,0.094012,AD,NAD,NAD
DSC_0864.JPG,7.03752,2.246447,1.667685,3.589872,0.163125,6.420951,228,1,228,228,132,132,0.003906,0.000782,132,0.006965,0.000049,0.90232,32.257052,0.002626,0.979745,0.534386,0.977403,-0.0309,-12.548655,0.000354,0.415898,0.048342,0.219868,114.752431,2354.659546,48.524834,146.341297,762.069353,27.605604,161.211454,1709.319529,41.343918,0.451813,0.028112,0.167666,0.698808,0.009903,0.099511,AD,NAD,NAD
DSC_0865.JPG,7.321144,2.282717,1.688188,3.636409,0.182433,6.357591,230,1,230,230,122,122,0.003906,0.000745,122,0.007124,0.000051,0.870108,29.566516,0.002756,0.980963,0.534597,0.97638,-0.031297,-12.751125,0.000362,0.423076,0.048399,0.219998,107.546091,2114.205831,45.980494,139.427157,764.098743,27.642336,156.363437,1544.47559,39.299817,0.45854,0.026735,0.16351,0.670197,0.009268,0.096273,AD,NAD,NAD
DSC_0866.JPG,7.446655,2.336374,1.666691,3.58963,0.159453,6.287943,227,1,227,227,125,125,0.003906,0.000694,125,0.007382,0.000054,0.876086,29.970936,0.002966,0.979791,0.538999,0.978868,-0.030158,-12.248661,0.000358,0.423026,0.048347,0.21988,110.330453,2101.049125,45.837202,142.722179,729.473535,27.008768,159.969983,1538.54084,39.224238,0.453404,0.026035,0.161354,0.684705,0.008968,0.0947,AD,NAD,NAD
